curve_num,n_points,n_unique_time,time_min,time_max,pop_min,pop_max,PopBio_units
265,15,15,0.27944111776452,143.912175648703,0.005347593582887719,0.16310160427807596,OD_595
266,29,29,-1.2459408332151698,671.7358753319741,0.0017820281353406703,0.15563538669147806,OD_595
267,22,22,1.8377926832264497,479.22655463010693,0.005270140782781759,0.25903540453551493,OD_595
268,15,15,-0.005863628748524971,143.82162003685698,0.018617021276595497,0.25,OD_595
269,15,15,0.00525469168900372,143.96954423592499,0.0187667560321723,0.23860589812332503,OD_595
270,29,29,-0.027937838309725297,670.66876200454,0.005217391304347619,0.222608695652174,OD_595
271,23,23,0.91889634161322,479.23638239846696,0.0026227856809413206,0.32786663718336206,OD_595
272,16,16,0.269726922432575,143.443415982577,0.018617021276595497,0.5664893617021268,OD_595
273,16,16,0.2860053619302931,143.959034852547,0.0214477211796251,0.227882037533512,OD_595
274,29,29,-0.03143006809844451,670.563995110878,0.00695652173913031,0.264347826086957,OD_595
275,12,12,13.9169095221953,950.6422106527829,1183.86816923108,20823.026744974002,N
276,12,12,14.978442338299502,950.8818724369,742.2315793873571,20409.300511277495,N
277,13,13,11.878438302269602,1014.24465708665,1250.7716536537203,20578.798221732002,N
278,13,13,28.6492947645229,1036.09454972117,773.68482476144,21928.303171879197,N
279,13,13,16.179775280898603,1014.3406794918799,1134.7517730495001,19420.488106011006,N
280,13,13,16.179775280898802,1014.83311871869,1267.60563380283,14565.0226646591,N
281,13,13,10.786516853932701,1019.32584269663,1134.7517730496802,13861.749479133803,N
282,13,13,16.179775280898603,1014.80745507285,1267.60563380283,14074.231469203702,N
283,14,14,16.179775280898603,1014.29266828927,610.4072037612789,14036.987589078099,N
284,12,12,10.786516853932701,1013.9325842696601,1267.6056338028,15310.4233710871,N
285,11,11,12.1581320824687,849.929471845639,87.80208861173008,5042.720573872821,N
286,11,11,10.732258976533899,849.0132880972579,113.85137339340898,5631.67999342727,N
287,11,11,11.4786004882021,849.3656631407648,113.34418226208099,6761.676159479362,N
288,12,12,12.050474226804003,1014.7078409425601,175.767354043084,5012.71878048321,N
